               1      0.827508625      0.591898293     0.5857981123     0.5530428533     0.4853752482     0.4544789102      0.502809454     0.6632232435      0.405235051     0.3175337414     0.3153379735     0.5379848503     0.4948412836     0.4357312345 
               1        0.9419155     0.8032356602     0.6553932959     0.6651775531     0.7778076271     0.6288771859     0.6049236129     0.6430072258     0.4609574334     0.7548866013     0.8989602653      1.235478172      1.440845023     0.6937371703 
               1     0.8081295625     0.8612971094     0.8560561211      1.082365918     0.8478338347     0.7304486106     0.6214699755     0.5637326002     0.7181682741     0.6267921242     0.3866256975     0.4022079795     0.3454978664     0.3464328362 
               1     0.9123896875     0.8080250898     0.7401467441     0.6730315117     0.6071051791     0.6450044823      1.354207018     0.4532377316     0.4140085942     0.3937541952     0.3046223766     0.4380642405     0.3558099333     0.2860860331 
               1        0.8788525     0.8040209687     0.8575253081     0.8002285427      1.262195258     0.8817271628      1.106946256     0.6803450612     0.6580420846     0.5941538271     0.4874004957     0.4802495933      0.564031431     0.4163850478 
               1      0.924564625     0.9894521758     0.8215339243     0.6876967543     0.6629373662     0.6748505606     0.6654056061     0.7024077939     0.5389811189     0.6391278318     0.3521524048     0.4847844947     0.3292722722     0.4585095399 
               1      1.163365187     0.9378498906     0.9215467217     0.6538105293     0.5670875093     0.6534420836     0.6350303708     0.6465870263     0.5456499541     0.5242202695     0.7639222699     0.7208095929      0.672640279     0.8704914387 
               1     0.8845669375     0.8253780625     0.6289770244     0.8645905379     0.6826750216     0.7615777479     0.7239488071     0.8681853116      1.072541308      1.064833415      0.755002538     0.9879909579      5.192171724      4.148575512 
               1        1.0035085     0.8872895781      1.122878951     0.7159018992     0.8103559633      0.859002413     0.9301137411      1.656054725      1.067768786      1.025397854      1.068556008      1.326231839      1.355028296      1.243944541 
               1       0.81346375     0.8240215117      0.727917885     0.5489526713      1.029637448     0.8789396391     0.7799873087      1.355268625     0.7268556896     0.4470257958     0.4740141807      0.320597584     0.2883209513     0.2903422195 
